4.380281690140845008e+00,4.260563380281690016e+00,4.204225352112676006e+00,4.330985915492957972e+00,4.211267605633802980e+00
3.829787234042553390e+00,3.734042553191489144e+00,3.765957446808510856e+00,3.858156028368794122e+00,3.971631205673758824e+00
3.981707317073170938e+00,3.798780487804878092e+00,3.743902439024390461e+00,3.823170731707317138e+00,3.871951219512195230e+00
3.607594936708860889e+00,3.253164556962025333e+00,3.455696202531645778e+00,3.455696202531645778e+00,3.556962025316455556e+00
3.677777777777777590e+00,3.366666666666666696e+00,3.544444444444444287e+00,3.455555555555555713e+00,3.677777777777777590e+00
3.531250000000000000e+00,3.687500000000000000e+00,3.562500000000000000e+00,3.750000000000000000e+00,3.625000000000000000e+00
4.118549967341606610e+00,4.253429131286740272e+00,4.139777922926191955e+00,4.328870019595036034e+00,4.330176355323318127e+00
3.679487179487179294e+00,3.743589743589743613e+00,3.653846153846153744e+00,3.576923076923077094e+00,3.782051282051281937e+00
3.526315789473684070e+00,3.500000000000000000e+00,3.394736842105263275e+00,3.473684210526315930e+00,3.526315789473684070e+00
4.029411764705882248e+00,3.588235294117647189e+00,3.647058823529411686e+00,3.647058823529411686e+00,3.676470588235293935e+00
3.746753246753246724e+00,3.370129870129870309e+00,3.376623376623376416e+00,3.337662337662337553e+00,3.344155844155844104e+00
3.777027027027027195e+00,3.628378378378378510e+00,3.635135135135135087e+00,3.722972972972972805e+00,3.804054054054053946e+00
3.679069767441860428e+00,3.409302325581395454e+00,3.393023255813953476e+00,3.446511627906976738e+00,3.611627906976744296e+00
4.017301038062283780e+00,3.756055363321799234e+00,3.716262975778546807e+00,3.865051903114186782e+00,3.877162629757785250e+00
4.242105263157895045e+00,3.990601503759398483e+00,4.081203007518796610e+00,4.167293233082706827e+00,4.144360902255638912e+00
4.025000000000000355e+00,3.549999999999999822e+00,3.674999999999999822e+00,3.725000000000000089e+00,3.549999999999999822e+00
3.921803652968036680e+00,3.636700913242008948e+00,3.825627853881278462e+00,3.888413242009132631e+00,4.059646118721460972e+00
2.516476126429051607e+00,2.189643577673167307e+00,2.473100201748486882e+00,2.420309347679892475e+00,2.883994620040349677e+00
2.393081761006289110e+00,2.059748427672956073e+00,2.342767295597484090e+00,2.216981132075471539e+00,2.487421383647798745e+00
3.377777777777777768e+00,3.146666666666666501e+00,3.315555555555555589e+00,3.315555555555555589e+00,3.597777777777777963e+00
3.083333333333333481e+00,3.000000000000000000e+00,3.166666666666666519e+00,2.791666666666666519e+00,3.125000000000000000e+00
3.653508771929824483e+00,3.385964912280701622e+00,3.473684210526315930e+00,3.504385964912280826e+00,3.640350877192982448e+00
4.250775365529463556e+00,3.973416038989809440e+00,3.980726628267611922e+00,4.093486929552502929e+00,4.068453699601240814e+00
3.717273954116059542e+00,3.720647773279352144e+00,3.424426450742240391e+00,3.500674763832658520e+00,3.572199730094467007e+00
3.815789473684210620e+00,3.587044534412955343e+00,3.682186234817813819e+00,3.696356275303643635e+00,3.856275303643724506e+00
3.666666666666666519e+00,3.333333333333333481e+00,3.444444444444444642e+00,3.388888888888888840e+00,3.444444444444444642e+00
4.116788321167883069e+00,3.943430656934306722e+00,3.913321167883211604e+00,4.035583941605839442e+00,3.985401459854014394e+00
3.962053571428571619e+00,3.844866071428571619e+00,3.914062500000000000e+00,3.924107142857142794e+00,4.001116071428571175e+00
4.185300207039337472e+00,4.061076604554865632e+00,4.068322981366459423e+00,4.173913043478260754e+00,4.095238095238094900e+00
3.817762399077277991e+00,3.623990772779700276e+00,3.574394463667819988e+00,3.705882352941176627e+00,3.817185697808535227e+00
3.688799076212470940e+00,3.604503464203233420e+00,3.622979214780600365e+00,3.643764434180138512e+00,3.717667436489607180e+00
3.891916439600363375e+00,3.726158038147139084e+00,3.751589464123524120e+00,3.864668483197093440e+00,4.024977293369664366e+00
4.016949152542372836e+00,3.920903954802259950e+00,3.889830508474576121e+00,3.881355932203389703e+00,3.816384180790960645e+00
3.981132075471697895e+00,3.796226415094339668e+00,3.745283018867924696e+00,3.745283018867924696e+00,3.750943396226415150e+00
3.732323232323232265e+00,3.469696969696969724e+00,3.515151515151515138e+00,3.479797979797979668e+00,3.484848484848484862e+00
3.666666666666666519e+00,3.466666666666666785e+00,3.483333333333333393e+00,3.450000000000000178e+00,3.433333333333333126e+00
3.677884615384615419e+00,3.451923076923077094e+00,3.600961538461538325e+00,3.567307692307692513e+00,3.884615384615384581e+00
3.881368267831149854e+00,3.796943231441047839e+00,3.804949053857350716e+00,3.945414847161571981e+00,4.097525473071324420e+00
4.028455284552845406e+00,3.808943089430894435e+00,3.898373983739837456e+00,3.959349593495935071e+00,4.052845528455284452e+00
4.304768041237113430e+00,4.077963917525773141e+00,4.121134020618556271e+00,4.266752577319588013e+00,4.250000000000000000e+00
